Is Senior Citizen,Has Partner,Has Dependents,Tenure (Months),Has Phone Service,Has Online Security,Has Online Backup,Has Device Protection,Has Tech Support,Has Streaming TV,Has Streaming Movies,Uses Paperless Billing,Monthly Charges,Total Charges,No Phone Service,Has Multiple Lines,Fiber Internet,No Internet Service,One-Year Contract,Two-Year Contract,Pays by Credit Card (Auto),Pays by Electronic Check,Pays by Mailed Check,Predicted Churn Probability,Risk Segment
0,0,0,46,0,0,0,0,0,0,0,0,53.1,2459.8,0,1,0,0,0,0,0,1,0,0.12252404890801835,Low Risk
0,0,0,24,0,0,0,0,0,0,0,0,84.85,2048.8,0,1,1,0,0,0,0,0,0,0.27340421110336155,Low Risk
0,0,0,5,0,0,0,0,0,0,0,0,34.25,163.55,1,0,0,0,0,0,0,1,0,0.39326444840932234,Medium Risk
0,0,0,33,0,0,0,0,0,0,0,0,88.6,2888.7,0,1,1,0,0,0,1,0,0,0.24527965472845686,Low Risk
0,0,0,42,0,0,0,0,0,0,0,0,60.15,2421.6,0,1,0,0,1,0,0,0,0,0.08298019302043011,Low Risk
0,0,0,23,0,0,0,0,0,0,0,0,99.95,2292.75,0,0,1,0,1,0,1,0,0,0.19585856940597157,Low Risk
0,0,0,8,0,0,0,0,0,0,0,0,70.7,553.4,0,0,1,0,0,0,0,0,0,0.4509777275893743,Medium Risk
0,0,0,66,0,0,0,0,0,0,0,0,54.8,3465.7,0,0,0,0,1,0,0,0,1,0.010554493469909464,Low Risk
0,0,0,24,0,0,0,0,0,0,0,0,49.55,1210.4,0,0,0,0,0,0,0,0,0,0.20630183592158904,Low Risk
1,0,0,24,0,0,0,0,0,0,0,0,54.8,1291.3,0,1,0,0,0,0,1,0,0,0.1731845245992639,Low Risk
0,0,0,69,0,0,0,0,0,0,0,0,78.6,5356.45,0,1,0,0,1,0,1,0,0,0.4333007313131399,Medium Risk
0,0,0,53,0,0,0,0,0,0,0,0,100.3,5200.8,0,0,1,0,1,0,0,0,1,0.10056572030501179,Low Risk
0,0,0,60,0,0,0,0,0,0,0,0,53.6,3237.05,1,0,0,0,0,1,0,1,0,0.07005345705426815,Low Risk
0,0,0,7,0,0,0,0,0,0,0,0,81.1,576.65,0,0,1,0,0,0,0,1,0,0.6011114500354088,High Risk
0,0,0,20,0,0,0,0,0,0,0,0,19.35,433.75,0,0,0,1,1,0,1,0,0,0.00994863687769576,Low Risk
0,0,0,23,0,0,0,0,0,0,0,0,85.6,1868.4,0,1,1,0,0,0,0,1,0,0.5141822511690971,Medium Risk
0,0,0,72,0,0,0,0,0,0,0,0,80.8,5728.55,0,0,0,0,0,1,0,1,0,0.007706309314038209,Low Risk
0,0,0,11,0,0,0,0,0,0,0,0,74.95,825.7,0,1,1,0,0,0,0,1,0,0.6356626722660795,High Risk
0,0,0,21,0,0,0,0,0,0,0,0,19.6,390.4,0,0,0,1,0,1,0,0,1,0.005314362338719089,Low Risk
1,0,0,1,0,0,0,0,0,0,0,0,93.55,93.55,0,1,1,0,0,0,0,1,0,0.9750103523908051,High Risk
1,0,0,31,0,0,0,0,0,0,0,0,90.7,2845.15,0,1,1,0,0,0,0,1,0,0.45418868484926106,Medium Risk
0,0,0,57,0,0,0,0,0,0,0,0,69.75,3894.4,0,0,0,0,0,1,0,0,1,0.0025033237481153973,Low Risk
0,0,0,45,0,0,0,0,0,0,0,0,20.0,886.4,0,0,0,1,0,1,0,0,0,0.0037739595662628807,Low Risk
0,0,0,10,0,0,0,0,0,0,0,0,95.25,1021.55,0,1,1,0,0,0,0,1,0,0.673935788472262,High Risk
0,0,0,58,0,0,0,0,0,0,0,0,102.1,5885.4,0,1,1,0,0,0,1,0,0,0.49571139646334583,Medium Risk
0,0,0,14,0,0,0,0,0,0,0,0,19.95,268.4,0,0,0,1,0,0,0,0,1,0.056662826347689065,Low Risk
0,0,0,27,0,0,0,0,0,0,0,0,80.85,2204.35,0,1,0,0,1,0,0,0,1,0.10110092588311853,Low Risk
0,0,0,14,0,0,0,0,0,0,0,0,90.9,1259.0,0,1,1,0,0,0,0,0,0,0.4616953813429809,Medium Risk
0,0,0,12,0,0,0,0,0,0,0,0,29.2,309.1,1,0,0,0,0,0,0,0,1,0.294485281860928,Low Risk
0,0,0,69,0,0,0,0,0,0,0,0,93.3,6398.05,0,1,1,0,0,1,0,0,0,0.054004946966437824,Low Risk
0,0,0,25,0,0,0,0,0,0,0,0,89.15,2257.75,0,0,1,0,0,0,0,0,0,0.2998270910740301,Low Risk
1,0,0,58,0,0,0,0,0,0,0,0,108.85,6287.25,0,1,1,0,1,0,0,1,0,0.5248982962628351,Medium Risk
0,0,0,35,0,0,0,0,0,0,0,0,46.35,1662.05,1,0,0,0,0,1,1,0,0,0.01344938839429818,Low Risk
1,0,0,16,0,0,0,0,0,0,0,0,84.75,1350.15,0,1,1,0,0,0,0,1,0,0.6190538024730987,High Risk
0,0,0,45,0,0,0,0,0,0,0,0,78.75,3600.65,0,1,0,0,1,0,1,0,0,0.059980597232063095,Low Risk
0,0,0,17,0,0,0,0,0,0,0,0,83.55,1329.15,0,0,1,0,0,0,0,1,0,0.3245426404362343,Medium Risk
0,0,0,1,0,0,0,0,0,0,0,0,45.7,45.7,0,0,0,0,0,0,0,1,0,0.6566165725169597,High Risk
0,0,0,22,0,0,0,0,0,0,0,0,19.6,422.5,0,0,0,1,1,0,0,0,1,0.028033588886533265,Low Risk
1,0,0,1,0,0,0,0,0,0,0,0,69.95,69.95,0,0,1,0,0,0,0,1,0,0.9159882491276401,High Risk
0,0,0,67,0,0,0,0,0,0,0,0,67.85,4627.65,0,0,0,0,0,1,0,0,1,0.008341663465373515,Low Risk
0,0,0,67,0,0,0,0,0,0,0,0,105.65,6717.9,0,1,1,0,0,1,0,0,0,0.08067530471892059,Low Risk
0,0,0,2,0,0,0,0,0,0,0,0,44.6,97.1,1,0,0,0,0,0,0,1,0,0.5154434247316314,Medium Risk
0,0,0,23,0,0,0,0,0,0,0,0,74.95,1710.45,0,1,1,0,0,0,0,1,0,0.49930774382405585,Medium Risk
1,0,0,9,0,0,0,0,0,0,0,0,75.5,637.4,0,0,1,0,0,0,1,0,0,0.21556684474979462,Low Risk
0,0,0,5,0,0,0,0,0,0,0,0,20.15,117.95,0,0,0,1,0,0,0,0,1,0.1811439474881176,Low Risk
0,0,0,54,0,0,0,0,0,0,0,0,45.2,2460.55,1,0,0,0,0,1,1,0,0,0.016460932486279372,Low Risk
0,0,0,57,0,0,0,0,0,0,0,0,95.25,5464.65,0,0,1,0,0,1,0,1,0,0.02350779311502567,Low Risk
0,0,0,24,0,0,0,0,0,0,0,0,89.85,2165.05,0,1,1,0,0,0,0,0,1,0.2744546186127696,Low Risk
0,0,0,49,0,0,0,0,0,0,0,0,100.45,4941.8,0,1,1,0,1,0,0,0,1,0.11027366126622354,Low Risk
0,0,0,5,0,0,0,0,0,0,0,0,47.15,223.15,0,1,0,0,0,0,0,1,0,0.6800327602800865,High Risk
0,0,0,2,0,0,0,0,0,0,0,0,80.2,181.1,0,0,1,0,0,0,0,1,0,0.5793988316029358,Medium Risk
0,0,0,4,0,0,0,0,0,0,0,0,87.1,341.45,0,1,1,0,0,0,0,0,1,0.8204243270996644,High Risk
0,0,0,70,0,0,0,0,0,0,0,0,79.25,5731.85,0,1,0,0,0,1,0,0,0,0.007306540753848767,Low Risk
0,0,0,5,0,0,0,0,0,0,0,0,75.9,357.75,0,1,1,0,0,0,0,0,0,0.6698878485476637,High Risk
0,0,0,53,0,0,0,0,0,0,0,0,85.7,4616.1,0,1,0,0,0,0,0,1,0,0.11573753973821764,Low Risk
0,0,0,47,0,0,0,0,0,0,0,0,98.75,4533.7,0,1,1,0,0,0,0,1,0,0.5897119977580302,Medium Risk
0,0,0,31,0,0,0,0,0,0,0,0,20.1,589.25,0,0,0,1,1,0,1,0,0,0.0015569412092803748,Low Risk
0,0,0,13,0,0,0,0,0,0,0,0,61.8,750.1,0,0,0,0,0,0,0,0,0,0.1713176875913403,Low Risk
0,0,0,28,0,0,0,0,0,0,0,0,49.9,1410.25,0,1,0,0,0,0,0,0,1,0.022166121551695082,Low Risk
0,0,0,10,0,0,0,0,0,0,0,0,86.45,830.85,0,1,1,0,0,0,0,1,0,0.6440376572459627,High Risk
0,0,0,38,0,0,0,0,0,0,0,0,20.4,743.5,0,0,0,1,0,1,0,0,0,0.0019153141274865471,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,45.3,45.3,0,0,0,0,0,0,0,0,1,0.5734754447838164,Medium Risk
0,0,0,67,0,0,0,0,0,0,0,0,104.1,7040.85,0,1,1,0,1,0,0,1,0,0.41148791989961003,Medium Risk
0,0,0,52,0,0,0,0,0,0,0,0,75.4,3865.45,0,0,0,0,1,0,0,0,1,0.034771901153738884,Low Risk
0,0,0,62,0,0,0,0,0,0,0,0,108.15,6825.65,0,0,1,0,0,1,0,0,1,0.06939068458243852,Low Risk
0,0,0,16,0,0,0,0,0,0,0,0,86.25,1340.1,0,0,1,0,0,0,0,1,0,0.3346860981430025,Medium Risk
1,0,0,5,0,0,0,0,0,0,0,0,81.0,371.65,0,1,1,0,0,0,0,1,0,0.7767242063413782,High Risk
0,0,0,12,0,0,0,0,0,0,0,0,95.7,1184.0,0,0,1,0,1,0,0,1,0,0.6474041308128342,High Risk
0,0,0,72,0,0,0,0,0,0,0,0,116.85,8477.7,0,1,1,0,0,1,0,0,0,0.0323480763466158,Low Risk
1,0,0,71,0,0,0,0,0,0,0,0,105.75,7382.85,0,1,1,0,1,0,0,0,0,0.09477653518751819,Low Risk
0,0,0,24,0,0,0,0,0,0,0,0,20.15,456.85,0,0,0,1,1,0,0,0,1,0.002591604894473155,Low Risk
0,0,0,15,0,0,0,0,0,0,0,0,19.6,331.6,0,0,0,1,0,1,0,0,1,0.004866128370457166,Low Risk
0,0,0,67,0,0,0,0,0,0,0,0,90.6,6056.15,0,0,1,0,1,0,1,0,0,0.3219371727784073,Medium Risk
0,0,0,2,0,0,0,0,0,0,0,0,60.95,134.6,0,1,0,0,0,0,0,0,0,0.25897264477564247,Low Risk
0,0,0,5,0,0,0,0,0,0,0,0,25.05,125.5,1,0,0,0,0,0,0,0,1,0.22075753741219523,Low Risk
0,0,0,15,0,0,0,0,0,0,0,0,88.15,1390.6,0,0,1,0,0,0,0,1,0,0.4743282896307619,Medium Risk
0,0,0,1,0,0,0,0,0,0,0,0,20.2,20.2,0,0,0,1,0,0,0,0,1,0.38871220264129486,Medium Risk
0,0,0,41,0,0,0,0,0,0,0,0,60.3,2511.3,0,0,0,0,1,0,0,0,0,0.16175515644147487,Low Risk
0,0,0,43,0,0,0,0,0,0,0,0,63.95,2737.05,0,0,0,0,0,0,0,1,0,0.10985617439750058,Low Risk
1,0,0,1,0,0,0,0,0,0,0,0,74.3,74.3,0,1,1,0,0,0,0,1,0,0.8725447260937407,High Risk
1,0,0,1,0,0,0,0,0,0,0,0,70.6,70.6,0,0,1,0,0,0,0,0,1,0.7287683841956419,High Risk
0,0,0,26,0,0,0,0,0,0,0,0,90.8,2361.8,0,0,1,0,0,0,0,1,0,0.562291889113135,Medium Risk
0,0,0,22,0,0,0,0,0,0,0,0,79.35,1730.35,0,1,1,0,0,0,0,1,0,0.6744932254826984,High Risk
0,0,0,71,0,0,0,0,0,0,0,0,90.55,6404.0,0,1,0,0,0,1,0,0,0,0.0088194316903179,Low Risk
0,0,0,7,0,0,0,0,0,0,0,0,19.45,165.35,0,0,0,1,0,1,0,0,1,0.003089055508080863,Low Risk
1,0,0,28,0,0,0,0,0,0,0,0,64.45,1867.6,0,1,0,0,0,0,0,0,0,0.09417391224343327,Low Risk
1,0,0,16,0,0,0,0,0,0,0,0,69.65,1043.3,0,0,1,0,0,0,0,1,0,0.47981024729845984,Medium Risk
0,0,0,7,0,0,0,0,0,0,0,0,19.5,128.6,0,0,0,1,1,0,0,0,1,0.01373929493716953,Low Risk
0,0,0,69,0,0,0,0,0,0,0,0,110.5,7455.45,0,1,1,0,0,1,0,0,0,0.08872490656411125,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,24.7,24.7,1,0,0,0,0,0,0,0,1,0.47685359685793743,Medium Risk
0,0,0,3,0,0,0,0,0,0,0,0,77.4,206.15,0,0,0,0,0,0,0,1,0,0.3715300179836529,Medium Risk
1,0,0,21,0,0,0,0,0,0,0,0,96.8,2030.3,0,0,1,0,0,0,0,0,0,0.5751716737711867,Medium Risk
0,0,0,69,0,0,0,0,0,0,0,0,85.4,5869.4,0,1,1,0,0,0,0,0,0,0.2045725950072948,Low Risk
0,0,0,71,0,0,0,0,0,0,0,0,47.6,3377.8,1,0,0,0,0,1,0,0,0,0.024439541396806392,Low Risk
0,0,0,69,0,0,0,0,0,0,0,0,19.4,1346.2,0,0,0,1,0,1,0,0,1,0.013464402257136117,Low Risk
0,0,0,48,0,0,0,0,0,0,0,0,103.85,4946.05,0,1,1,0,0,0,0,1,0,0.5886972576108231,Medium Risk
0,0,0,47,0,0,0,0,0,0,0,0,83.35,4065.0,0,1,1,0,0,0,0,0,0,0.33756845440049693,Medium Risk
0,0,0,2,0,0,0,0,0,0,0,0,49.4,106.55,0,1,0,0,0,0,0,1,0,0.5475490910615373,Medium Risk
0,0,0,45,0,0,0,0,0,0,0,0,108.45,4964.7,0,1,1,0,0,0,1,0,0,0.2843370149654654,Low Risk
0,0,0,51,0,0,0,0,0,0,0,0,81.0,4085.75,0,1,1,0,0,0,0,0,0,0.27609950335612365,Low Risk
0,0,0,22,0,0,0,0,0,0,0,0,79.2,1742.75,0,1,0,0,0,0,0,1,0,0.42092269368242363,Medium Risk
0,0,0,72,0,0,0,0,0,0,0,0,86.65,6224.8,0,1,0,0,0,1,0,0,0,0.0012051070195183771,Low Risk
0,0,0,37,0,0,0,0,0,0,0,0,92.95,3415.25,0,1,1,0,0,0,0,1,0,0.23222012589520744,Low Risk
0,0,0,71,0,0,0,0,0,0,0,0,90.35,6325.25,0,1,0,0,0,1,0,1,0,0.010445678348285931,Low Risk
0,0,0,7,0,0,0,0,0,0,0,0,48.7,340.25,0,0,0,0,0,0,0,1,0,0.5070311599004897,Medium Risk
0,0,0,66,0,0,0,0,0,0,0,0,25.15,1683.6,0,1,0,1,0,1,1,0,0,0.00349568859810209,Low Risk
0,0,0,51,0,0,0,0,0,0,0,0,76.4,3966.3,0,0,0,0,1,0,0,0,0,0.042078309182639016,Low Risk
0,0,0,30,0,0,0,0,0,0,0,0,19.55,608.5,0,0,0,1,1,0,0,0,0,0.018040968693520284,Low Risk
0,0,0,34,0,0,0,0,0,0,0,0,85.35,2896.6,0,1,1,0,0,0,0,1,0,0.6060923960614573,High Risk
0,0,0,64,0,0,0,0,0,0,0,0,24.8,1514.85,0,1,0,1,0,1,0,0,1,0.0005997967673746392,Low Risk
1,0,0,65,0,0,0,0,0,0,0,0,103.15,6792.45,0,1,1,0,1,0,0,0,0,0.09925806553999213,Low Risk
0,0,0,47,0,0,0,0,0,0,0,0,100.75,4669.2,0,1,1,0,0,0,0,0,1,0.37435792803027135,Medium Risk
0,0,0,1,0,0,0,0,0,0,0,0,95.6,95.6,0,0,1,0,0,0,0,1,0,0.7605561052664771,High Risk
0,0,0,49,0,0,0,0,0,0,0,0,59.75,2934.3,0,1,0,0,0,0,1,0,0,0.3042645138515836,Medium Risk
0,0,0,67,0,0,0,0,0,0,0,0,94.1,6302.8,0,1,1,0,0,1,1,0,0,0.2384512755984502,Low Risk
0,0,0,39,0,0,0,0,0,0,0,0,19.35,779.2,0,0,0,1,1,0,0,0,0,0.002946171011329219,Low Risk
0,0,0,14,0,0,0,0,0,0,0,0,19.9,283.75,0,0,0,1,0,0,0,0,1,0.0567133421613601,Low Risk
1,0,0,43,0,0,0,0,0,0,0,0,108.15,4600.7,0,0,1,0,0,0,1,0,0,0.6051796618121641,High Risk
1,0,0,56,0,0,0,0,0,0,0,0,101.05,5594.0,0,1,1,0,0,0,0,1,0,0.5379064063028547,Medium Risk
0,0,0,14,0,0,0,0,0,0,0,0,59.1,772.85,0,0,0,0,1,0,1,0,0,0.05453716719631334,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,71.35,71.35,0,0,1,0,0,0,0,1,0,0.7722236697688661,High Risk
0,0,0,16,0,0,0,0,0,0,0,0,55.85,857.8,0,0,0,0,1,0,0,0,1,0.1124657135794363,Low Risk
0,0,0,70,0,0,0,0,0,0,0,0,106.05,7554.05,0,1,1,0,0,0,0,1,0,0.6408352280143516,High Risk
1,0,0,72,0,0,0,0,0,0,0,0,84.1,5981.65,0,1,0,0,0,1,1,0,0,0.003907619554309927,Low Risk
0,0,0,23,0,0,0,0,0,0,0,0,75.3,1702.9,0,0,1,0,0,0,1,0,0,0.11608717864184465,Low Risk
0,0,0,21,0,0,0,0,0,0,0,0,24.7,467.15,0,1,0,1,0,0,0,0,1,0.013522124163075126,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,20.15,20.15,0,0,0,1,0,0,0,0,1,0.4556009775259065,Medium Risk
0,0,0,1,0,0,0,0,0,0,0,0,69.75,69.75,0,0,1,0,0,0,0,0,0,0.8953350378233751,High Risk
1,0,0,32,0,0,0,0,0,0,0,0,93.2,2931.0,0,1,1,0,0,0,0,1,0,0.4368046744114951,Medium Risk
0,0,0,17,0,0,0,0,0,0,0,0,80.85,1400.85,0,0,1,0,0,0,0,1,0,0.4809492582938055,Medium Risk
0,0,0,4,0,0,0,0,0,0,0,0,33.65,137.85,1,0,0,0,0,0,0,1,0,0.42057628690854554,Medium Risk
0,0,0,36,0,0,0,0,0,0,0,0,55.8,1941.5,0,1,0,0,1,0,0,1,0,0.05239129747418692,Low Risk
0,0,0,50,0,0,0,0,0,0,0,0,39.7,1932.75,1,0,0,0,0,1,1,0,0,0.007292861778181626,Low Risk
0,0,0,48,0,0,0,0,0,0,0,0,29.5,1423.05,1,0,0,0,0,0,1,0,0,0.0900492541783253,Low Risk
0,0,0,50,0,0,0,0,0,0,0,0,20.15,970.85,0,0,0,1,0,1,1,0,0,0.0018417911198605915,Low Risk
0,0,0,72,0,0,0,0,0,0,0,0,79.55,5810.9,0,1,0,0,0,1,1,0,0,0.0009376716703870052,Low Risk
0,0,0,10,0,0,0,0,0,0,0,0,24.8,223.9,0,1,0,1,0,0,1,0,0,0.10652201511589111,Low Risk
0,0,0,18,0,0,0,0,0,0,0,0,19.65,391.7,0,0,0,1,0,0,0,0,1,0.1072365542353155,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,79.95,79.95,0,0,1,0,0,0,0,1,0,0.8867547420719718,High Risk
0,0,0,1,0,0,0,0,0,0,0,0,19.3,19.3,0,0,0,1,0,0,0,1,0,0.24533742846372242,Low Risk
0,0,0,9,0,0,0,0,0,0,0,0,94.05,811.65,0,0,1,0,0,0,0,1,0,0.5437856012720859,Medium Risk
0,0,0,2,0,0,0,0,0,0,0,0,90.75,174.75,0,1,1,0,0,0,0,0,1,0.7892076837635156,High Risk
0,0,0,40,0,0,0,0,0,0,0,0,78.85,3126.85,0,1,1,0,0,0,1,0,0,0.3558385147660493,Medium Risk
0,0,0,69,0,0,0,0,0,0,0,0,99.5,6841.45,0,1,1,0,1,0,0,0,0,0.15536915610366403,Low Risk
0,0,0,37,0,0,0,0,0,0,0,0,99.2,3754.6,0,1,1,0,1,0,0,1,0,0.43687358872820137,Medium Risk
0,0,0,18,0,0,0,0,0,0,0,0,80.55,1406.65,0,1,1,0,0,0,1,0,0,0.22364197361788224,Low Risk
1,0,0,11,0,0,0,0,0,0,0,0,70.2,834.7,0,0,1,0,0,0,0,1,0,0.41045710512032224,Medium Risk
0,0,0,8,0,0,0,0,0,0,0,0,85.2,627.4,0,1,1,0,0,0,1,0,0,0.8561020169483842,High Risk
0,0,0,3,0,0,0,0,0,0,0,0,75.25,242.0,0,1,1,0,0,0,0,1,0,0.7829054377519497,High Risk
0,0,0,55,0,0,0,0,0,0,0,0,59.45,3157.0,0,0,0,0,1,0,1,0,0,0.045874724144473474,Low Risk
0,0,0,33,0,0,0,0,0,0,0,0,93.35,3092.0,0,1,1,0,0,0,0,1,0,0.3015355997161046,Medium Risk
0,0,0,46,0,0,0,0,0,0,0,0,44.95,2168.9,0,0,0,0,0,0,0,0,0,0.04611381701214778,Low Risk
0,0,0,34,0,0,0,0,0,0,0,0,26.1,980.35,0,1,0,1,0,1,0,0,0,0.004120216434787095,Low Risk
0,0,0,3,0,0,0,0,0,0,0,0,20.2,65.95,0,0,0,1,0,0,0,1,0,0.10911179100397375,Low Risk
0,0,0,30,0,0,0,0,0,0,0,0,21.25,711.9,0,0,0,1,0,1,0,0,1,0.005362407497879645,Low Risk
0,0,0,33,0,0,0,0,0,0,0,0,59.4,1952.8,0,1,0,0,1,0,0,1,0,0.04683139549528618,Low Risk
0,0,0,45,0,0,0,0,0,0,0,0,95.0,4368.85,0,1,1,0,1,0,1,0,0,0.08953269457422557,Low Risk
0,0,0,40,0,0,0,0,0,0,0,0,61.9,2647.1,0,0,0,0,0,0,0,0,1,0.07994285022484368,Low Risk
0,0,0,71,0,0,0,0,0,0,0,0,118.65,8477.6,0,1,1,0,0,1,0,1,0,0.039052480429080626,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,54.35,54.35,0,1,0,0,0,0,0,1,0,0.5975414245470494,Medium Risk
0,0,0,72,0,0,0,0,0,0,0,0,64.45,4528.0,1,0,0,0,0,1,0,0,0,0.0031496485713929587,Low Risk
0,0,0,22,0,0,0,0,0,0,0,0,80.15,1790.65,0,0,1,0,0,0,0,1,0,0.42323936109638105,Medium Risk
0,0,0,46,0,0,0,0,0,0,0,0,20.2,845.6,0,0,0,1,1,0,0,0,0,0.0040220839761849715,Low Risk
0,0,0,55,0,0,0,0,0,0,0,0,21.0,1210.3,0,0,0,1,0,1,0,0,1,0.0036786355238136144,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,20.45,20.45,0,0,0,1,0,0,0,0,1,0.27080040720742593,Low Risk
0,0,0,12,0,0,0,0,0,0,0,0,75.85,854.45,0,1,0,0,1,0,0,0,1,0.1130497354748809,Low Risk
0,0,0,31,0,0,0,0,0,0,0,0,80.45,2429.1,0,1,1,0,0,0,0,1,0,0.44260007765867476,Medium Risk
0,0,0,5,0,0,0,0,0,0,0,0,24.95,100.4,1,0,0,0,0,0,0,1,0,0.41141893301604515,Medium Risk
0,0,0,67,0,0,0,0,0,0,0,0,75.5,5229.45,0,1,0,0,0,1,0,1,0,0.45841075446198115,Medium Risk
0,0,0,1,0,0,0,0,0,0,0,0,44.45,44.45,0,0,0,0,0,0,0,0,1,0.4666961452317489,Medium Risk
0,0,0,40,0,0,0,0,0,0,0,0,42.35,1716.45,1,0,0,0,1,0,0,1,0,0.13930177240598174,Low Risk
0,0,0,41,0,0,0,0,0,0,0,0,74.55,3023.55,0,1,0,0,0,0,1,0,0,0.13703535519562013,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,75.3,75.3,0,1,1,0,0,0,0,1,0,0.8658267013056951,High Risk
0,0,0,51,0,0,0,0,0,0,0,0,94.8,4837.6,0,1,1,0,1,0,0,1,0,0.13981425418687102,Low Risk
0,0,0,42,0,0,0,0,0,0,0,0,48.15,2032.3,1,0,0,0,0,1,1,0,0,0.020249458226190717,Low Risk
0,0,0,23,0,0,0,0,0,0,0,0,19.65,436.9,0,0,0,1,1,0,0,0,1,0.012259690556804209,Low Risk
1,0,0,1,0,0,0,0,0,0,0,0,70.55,70.55,0,0,1,0,0,0,0,1,0,0.7028379297443665,High Risk
0,0,0,1,0,0,0,0,0,0,0,0,20.15,20.15,0,0,0,1,0,0,0,0,1,0.4556009775259065,Medium Risk
0,0,0,56,0,0,0,0,0,0,0,0,106.6,5893.95,0,1,1,0,0,0,1,0,0,0.16796747884529925,Low Risk
0,0,0,15,0,0,0,0,0,0,0,0,91.0,1430.05,0,1,1,0,0,0,0,1,0,0.7263226121983088,High Risk
0,0,0,12,0,0,0,0,0,0,0,0,25.4,313.0,0,1,0,1,0,1,0,0,0,0.0054678195059546675,Low Risk
0,0,0,54,0,0,0,0,0,0,0,0,69.95,3871.85,0,0,0,0,0,1,0,0,0,0.0080126940444691,Low Risk
0,0,0,7,0,0,0,0,0,0,0,0,66.85,458.1,0,0,0,0,0,0,0,1,0,0.2730075763172549,Low Risk
0,0,0,33,0,0,0,0,0,0,0,0,86.15,2745.7,0,1,1,0,0,0,1,0,0,0.29229742403790665,Low Risk
0,0,0,16,0,0,0,0,0,0,0,0,20.15,341.35,0,0,0,1,0,0,0,1,0,0.369658072554914,Medium Risk
0,0,0,21,0,0,0,0,0,0,0,0,64.85,1336.8,0,0,0,0,1,0,0,0,1,0.06409457013870391,Low Risk
1,0,0,30,0,0,0,0,0,0,0,0,74.85,2181.75,0,1,0,0,0,1,0,1,0,0.009732067744816266,Low Risk
0,0,0,3,0,0,0,0,0,0,0,0,50.5,147.75,0,0,0,0,0,0,0,0,1,0.4759077189328352,Medium Risk
0,0,0,11,0,0,0,0,0,0,0,0,72.9,818.45,0,0,1,0,0,0,0,1,0,0.5144808300295987,Medium Risk
0,0,0,62,0,0,0,0,0,0,0,0,115.05,7133.45,0,1,1,0,1,0,1,0,0,0.038449435532057395,Low Risk
0,0,0,18,0,0,0,0,0,0,0,0,19.0,348.8,0,0,0,1,0,0,0,1,0,0.04781779566452092,Low Risk
0,0,0,6,0,0,0,0,0,0,0,0,19.55,128.6,0,0,0,1,0,0,0,0,1,0.020756191806054567,Low Risk
0,0,0,46,0,0,0,0,0,0,0,0,101.1,4674.4,0,1,1,0,1,0,0,1,0,0.1724481201788367,Low Risk
0,0,0,21,0,0,0,0,0,0,0,0,84.1,1737.45,0,1,1,0,0,0,0,1,0,0.48779115747344054,Medium Risk
0,0,0,68,0,0,0,0,0,0,0,0,24.15,1498.85,0,1,0,1,0,1,0,0,0,0.0011843168944979344,Low Risk
0,0,0,1,0,0,0,0,0,0,0,0,50.1,50.1,0,1,0,0,0,0,0,1,0,0.4088270090103732,Medium Risk
0,0,0,25,0,0,0,0,0,0,0,0,74.6,1797.75,0,0,1,0,0,0,0,1,0,0.2687112845530771,Low Risk
0,0,0,24,0,0,0,0,0,0,0,0,19.75,498.1,0,0,0,1,0,1,0,0,1,0.004213909178358375,Low Risk
0,0,0,30,0,0,0,0,0,0,0,0,85.0,2624.25,0,1,1,0,0,0,0,1,0,0.4505841385457019,Medium Risk
0,0,0,2,0,0,0,0,0,0,0,0,80.55,184.1,0,0,1,0,0,0,0,1,0,0.5793988316029358,Medium Risk
0,0,0,51,0,0,0,0,0,0,0,0,106.8,5498.8,0,1,1,0,1,0,0,0,0,0.17061345362704425,Low Risk
0,0,0,57,0,0,0,0,0,0,0,0,84.5,4845.4,0,1,0,0,0,1,0,1,0,0.012553815015601048,Low Risk
0,0,0,15,0,0,0,0,0,0,0,0,25.05,369.1,0,1,0,1,0,1,0,0,0,0.009186034595603623,Low Risk
0,0,0,72,0,0,0,0,0,0,0,0,83.7,6096.9,0,0,0,0,0,1,0,0,0,0.0013098666445159808,Low Risk
0,0,0,2,0,0,0,0,0,0,0,0,75.8,160.75,0,0,1,0,0,0,0,1,0,0.6858542515747426,High Risk
0,0,0,28,0,0,0,0,0,0,0,0,96.6,2684.35,0,1,1,0,0,0,1,0,0,0.32951888376678506,Medium Risk
1,0,0,29,0,0,0,0,0,0,0,0,98.5,3004.15,0,1,1,0,0,0,0,1,0,0.8315202541527851,High Risk
0,0,0,70,0,0,0,0,0,0,0,0,101.1,6994.8,0,0,1,0,0,1,1,0,0,0.025612803718923167,Low Risk
0,0,0,13,0,0,0,0,0,0,0,0,20.2,273.25,0,0,0,1,1,0,0,0,1,0.019378639148905863,Low Risk
